index_right,Longitude,Latitude
10371,-73.95700667,40.81713333
10372,-73.95695333,40.817215
10373,-73.95685167,40.81738
10374,-73.95680667,40.81746333
10375,-73.95675333,40.81754667
10497,-73.95016,40.81681667
10498,-73.950145,40.81674667
10499,-73.95012333,40.816675
10964,-73.95446667,40.79752167
10965,-73.95447833,40.797485
10966,-73.954525,40.797385
10967,-73.95453667,40.79735333
10968,-73.95455667,40.79732333
10969,-73.954575,40.79729333
10970,-73.9546,40.79723333
10971,-73.95461833,40.79720333
10972,-73.954635,40.79717333
10973,-73.954655,40.79714667
10974,-73.95467333,40.79712
10975,-73.95468667,40.79709333
10976,-73.95469833,40.79706833
10977,-73.95470833,40.79704333
10978,-73.954715,40.79702
10979,-73.95471833,40.79699667
10980,-73.95473167,40.79697667
10981,-73.95474833,40.79695833
10982,-73.95481333,40.79688667
10983,-73.95482833,40.796865
10984,-73.95484667,40.796845
10985,-73.954865,40.79682667
10986,-73.954885,40.79680667
10987,-73.95494667,40.796745
10988,-73.95497333,40.79672667
10989,-73.95499833,40.79671
10990,-73.95502667,40.79669167
10991,-73.95504833,40.79666833
10992,-73.95507167,40.796645
10993,-73.95509667,40.796625
10994,-73.95512333,40.796605
10995,-73.95515333,40.796585
10996,-73.95518167,40.79656333
10997,-73.95521167,40.79654333
10998,-73.955235,40.79652167
10999,-73.95525167,40.7965
11000,-73.95527833,40.79648167
11001,-73.95530333,40.79646667
11002,-73.95532167,40.79644667
11003,-73.95534,40.79642833
11004,-73.955355,40.79641
11005,-73.955395,40.796375
11006,-73.95542,40.796355
11007,-73.95544333,40.79633667
11008,-73.95546333,40.79631667
11009,-73.95550667,40.796285
11010,-73.95554167,40.79624667
11011,-73.95556,40.79622833
11012,-73.95557667,40.79620667
11013,-73.95560667,40.796165
11014,-73.95561833,40.79614167
11015,-73.95563,40.79612
11016,-73.95563833,40.79609833
11017,-73.95564667,40.79607333
11018,-73.95566,40.79604833
11019,-73.95567333,40.79602333
11020,-73.955685,40.795995
11021,-73.95569667,40.79596833
11022,-73.9557,40.79590333
11023,-73.95569667,40.79586667
11024,-73.95568667,40.79583167
11025,-73.95566667,40.7958
11026,-73.95564833,40.79576833
11027,-73.95561333,40.79570167
11028,-73.95559333,40.79566667
11029,-73.95557167,40.79563333
11030,-73.95554667,40.79560333
11031,-73.95551667,40.79557667
11032,-73.95548,40.79555667
11033,-73.95544167,40.79554167
11034,-73.95540333,40.79552833
11035,-73.95536833,40.795515
11036,-73.95533333,40.79550167
11037,-73.95529833,40.79549
11038,-73.95526833,40.79548167
11039,-73.95523833,40.795475
11040,-73.95505333,40.79549667
11041,-73.95502167,40.795505
11042,-73.95498333,40.79551333
11043,-73.954945,40.79552167
11044,-73.95489833,40.79553167
11045,-73.95485667,40.79554
11046,-73.95477167,40.79556167
11047,-73.95473,40.79557667
11048,-73.95469,40.79559167
11049,-73.95465167,40.79560833
11050,-73.954515,40.795685
11051,-73.95448167,40.79570167
11052,-73.954445,40.795715
11053,-73.95437667,40.79574833
11054,-73.954345,40.79576667
11055,-73.95431667,40.79578667
11056,-73.95428667,40.795805
11057,-73.954255,40.795815
11058,-73.95422333,40.79582833
11059,-73.95419167,40.79584167
11060,-73.95416,40.79585333
11061,-73.954125,40.79586
11062,-73.95409333,40.79586667
11063,-73.95403667,40.79588833
11064,-73.95400667,40.79589667
11065,-73.95397167,40.7959
11066,-73.95394,40.79590667
11067,-73.95386667,40.79591667
11068,-73.95383333,40.79591833
11069,-73.95380167,40.795915
11070,-73.95377167,40.79591167
11071,-73.95374167,40.79591167
11072,-73.95371333,40.79591
11073,-73.953475,40.79577
11074,-73.95346333,40.79575167
11075,-73.95335167,40.79558833
11076,-73.95334667,40.79556833
11077,-73.95334167,40.79554667
11078,-73.95333833,40.79552667
11079,-73.95334,40.79541667
11080,-73.954015,40.79499667
11081,-73.95404333,40.794985
11082,-73.95407167,40.79497167
11083,-73.954125,40.79494167
11084,-73.95414833,40.79493
11085,-73.95424167,40.79488167
11086,-73.954315,40.79484833
11087,-73.95435667,40.79481333
11088,-73.95437667,40.79479833
11089,-73.95439833,40.79478333
11090,-73.95442333,40.79477167
11091,-73.954445,40.794755
11092,-73.95446667,40.79473667
11093,-73.95448667,40.79472
11094,-73.95450667,40.79470333
11095,-73.95458667,40.79465167
11096,-73.95461833,40.79461833
11097,-73.95462667,40.79459667
11098,-73.95463167,40.79457833
11099,-73.95464,40.79455833
11100,-73.95467667,40.79452333
11101,-73.95469667,40.794505
11102,-73.95471667,40.79448667
11103,-73.95477333,40.79441667
11104,-73.95478667,40.79439167
11105,-73.95479833,40.79437
11106,-73.95480833,40.79434833
11107,-73.95481833,40.79432333
11108,-73.95482833,40.7943
11109,-73.95485167,40.79422
11110,-73.95486,40.794195
11111,-73.95486667,40.79417
11112,-73.95487667,40.79414167
11113,-73.95488667,40.79411333
11114,-73.95489667,40.79408667
11115,-73.954905,40.79405667
11116,-73.954915,40.794025
11117,-73.95493167,40.793995
11118,-73.95495667,40.79392833
11119,-73.95497,40.79389167
11120,-73.95498333,40.793855
11121,-73.954995,40.793815
11122,-73.95500667,40.79377667
11123,-73.955015,40.79373667
11124,-73.955025,40.79366167
11125,-73.95502667,40.79362667
11126,-73.95502833,40.79358833
11127,-73.95503167,40.79351167
11128,-73.955035,40.79347167
11129,-73.95504167,40.79343333
11130,-73.95505167,40.793395
11131,-73.95506333,40.79336
11132,-73.95507833,40.79332667
11133,-73.95509,40.79329
11134,-73.95510667,40.79325833
11135,-73.95512333,40.79322333
11136,-73.95514,40.79318667
11137,-73.95515167,40.79314667
11138,-73.95516,40.79310833
11139,-73.95516333,40.79307
11140,-73.95516167,40.79303333
11141,-73.95515833,40.793
11142,-73.95515333,40.79293
11143,-73.95514833,40.792895
11144,-73.95514833,40.79285833
11145,-73.95514,40.79278667
11146,-73.95513,40.79275333
11147,-73.95511,40.79265167
11148,-73.95510833,40.79261833
11149,-73.95510833,40.79258333
11150,-73.95510833,40.79254833
11151,-73.95510667,40.79251333
11152,-73.95509667,40.79248333
11153,-73.95508667,40.79245333
11154,-73.95507833,40.79242667
11155,-73.95508,40.79240333
11156,-73.95508667,40.79235167
11157,-73.95509667,40.79232667
11158,-73.955105,40.79230167
11159,-73.955115,40.79227667
11160,-73.95512833,40.79225333
11161,-73.95514667,40.79223
11162,-73.955165,40.792205
11163,-73.95518167,40.79218167
11164,-73.95521167,40.79213167
11165,-73.955225,40.79210333
11166,-73.95524,40.792075
11167,-73.95526167,40.79205
11168,-73.95528,40.79202667
11169,-73.9553,40.79200333
11170,-73.95534167,40.79196
11171,-73.955365,40.79193833
11172,-73.95541833,40.7919
11173,-73.95544667,40.79188
11174,-73.95547167,40.79185833
11175,-73.9555,40.79183833
11176,-73.95552833,40.79181833
11177,-73.95555667,40.791795
11178,-73.955585,40.79177167
11179,-73.955615,40.79175167
11180,-73.95564167,40.79173
11181,-73.95567,40.791705
11182,-73.95572667,40.79166
11183,-73.95575833,40.79164
11184,-73.95579,40.79162167
11185,-73.95581667,40.79160333
11186,-73.95589,40.79153833
11187,-73.95591667,40.79151667
11188,-73.955945,40.79149833
11189,-73.95597,40.79148
11190,-73.95599333,40.79146333
11191,-73.95602,40.79144833
11192,-73.95616167,40.791375
11193,-73.95618833,40.791355
11194,-73.956215,40.79133167
11195,-73.95626167,40.79128333
11196,-73.95629,40.79126
11197,-73.95631833,40.79123833
11198,-73.95634667,40.79121667
11199,-73.95639333,40.79116
11200,-73.956415,40.79112667
11201,-73.95643667,40.79109667
11202,-73.95649667,40.79104167
11203,-73.9566,40.790965
11204,-73.95663167,40.790935
11205,-73.95665833,40.79090167
11206,-73.956685,40.79087333
11207,-73.95671167,40.79084667
11208,-73.95673833,40.79082
11209,-73.95676333,40.79079167
11210,-73.95678667,40.79076333
11211,-73.95682667,40.790705
11212,-73.95685,40.79067833
11213,-73.956875,40.790655
11214,-73.95689333,40.79062667
11215,-73.95690833,40.79060167
11216,-73.95692167,40.79057667
11217,-73.956935,40.79055167
11218,-73.95694667,40.79052667
11219,-73.95695667,40.79050333
11220,-73.95697333,40.79048167
11221,-73.95700333,40.790435
11222,-73.95701667,40.79041333
11223,-73.95703833,40.79036
11224,-73.95705,40.79033333
11225,-73.95706333,40.79030833
11226,-73.95709333,40.79027
11227,-73.95711167,40.79025333
11228,-73.95712833,40.79023667
